ts_iso,ts_epoch_ms,lat,lon,sog_kn,cog_deg,gps_valid,gps_accuracy_m,wind_dir_deg,wind_calibrated,wind_calib_state,wind_net_deg,wind_range_deg,closehauled_twa_deg,closehauled_samples,downwind_twa_deg,calib_mode_on,smart_mode_on,active_boat_profile,vmg_kn,distance_traveled_m,home_active,home_bearing_deg,home_dist_m,home_rec_heading_deg,home_maneuver_needed,home_vmc_kn,home_eta_s,train_mode,competition_active,comp_leg,comp_bearing_deg,comp_dist_m,comp_rec_heading_deg,comp_maneuver_needed,comp_lap_count,comp_is_estimated,lake_dist_m,lake_dist_pct,watch_connected,operation_mode,app_role,status_text,status_level,event
14:09:15,1786795755641,46.8263754,10.5202165,2.4997718237400055,45.44998550415039,true,3.086,,false,IDLE,,,43.0,0,149.0,false,false,musto-skiff-default,,48.661547203524755,false,,,,,,,OFF,false,,,,,,,,,,true,WITH_WATCH,SAILOR,Bereit.,NORMAL,
14:09:16,1786795756645,46.8263902,10.5202412,2.793555087544441,56.38322448730469,true,3.239,,false,IDLE,,,43.0,0,149.0,false,false,musto-skiff-default,,51.159478064671916,false,,,,,,,OFF,false,,,,,,,,,,true,WITH_WATCH,SAILOR,Bereit.,NORMAL,
14:09:17,1786795757652,46.8263945,10.5202601,2.9543663958792683,76.49754333496094,true,3.304,,false,IDLE,,,43.0,0,149.0,false,false,musto-skiff-default,,52.6748168306687,false,,,,,,,OFF,false,,,,,,,,,,true,WITH_WATCH,SAILOR,Bereit.,NORMAL,
14:09:18,1786795758661,46.8263971,10.5202808,2.805305361433983,74.78167724609375,true,3.397,,false,IDLE,,,43.0,0,149.0,false,false,musto-skiff-default,,54.27600615996652,false,,,,,,,OFF,false,,,,,,,,,,true,WITH_WATCH,SAILOR,Bereit.,NORMAL,
14:09:19,1786795759670,46.8264086,10.5202944,2.8359353695893286,42.013572692871094,true,3.462,,false,IDLE,,,43.0,0,149.0,false,false,musto-skiff-default,,55.92093233490791,false,,,,,,,OFF,false,,,,,,,,,,true,WITH_WATCH,SAILOR,Bereit.,NORMAL,
14:09:20,1786795760680,46.8264299,10.5202958,2.842606015926361,15.01016902923584,true,3.521,,false,IDLE,,,43.0,0,149.0,false,false,musto-skiff-default,,58.29177809531617,false,,,,,,,OFF,false,,,,,,,,,,true,WITH_WATCH,SAILOR,Bereit.,NORMAL,
14:09:21,1786795761688,46.8264492,10.5202913,2.8387688938679694,352.2922668457031,true,3.431,,false,IDLE,,,43.0,0,149.0,false,false,musto-skiff-default,,60.464977385939385,false,,,,,,,OFF,false,,,,,,,,,,true,WITH_WATCH,SAILOR,Bereit.,NORMAL,
14:09:22,1786795762696,46.8264649,10.5202825,2.742908737617016,334.52874755859375,true,3.312,,false,IDLE,,,43.0,0,149.0,false,false,musto-skiff-default,,62.33471623787609,false,,,,,,,OFF,false,,,,,,,,,,true,WITH_WATCH,SAILOR,Bereit.,NORMAL,
14:09:23,1786795763705,46.8264755,10.5202681,2.659491479075432,299.3594665527344,true,3.191,,false,IDLE,,,43.0,0,149.0,false,false,musto-skiff-default,,63.94391188291519,false,,,,,,,OFF,false,,,,,,,,,,true,WITH_WATCH,SAILOR,Bereit.,NORMAL,
14:09:24,1786795764713,46.8264786,10.5202486,2.650721179198265,282.3305358886719,true,3.088,,false,IDLE,,,43.0,0,149.0,false,false,musto-skiff-default,,65.467004715731,false,,,,,,,OFF,false,,,,,,,,,,true,WITH_WATCH,SAILOR,Bereit.,NORMAL,
14:09:25,1786795765721,46.8264868,10.5202236,2.527138690834522,315.07598876953125,true,3.058,,false,IDLE,,,43.0,0,149.0,false,false,musto-skiff-default,,67.57628091260517,false,,,,,,,OFF,false,,,,,,,,,,true,WITH_WATCH,SAILOR,Bereit.,NORMAL,
14:09:26,1786795766730,46.8264959,10.5202243,3.130073171514988,39.447113037109375,true,3.06,,false,IDLE,,,43.0,0,149.0,false,false,musto-skiff-default,,68.58955526092316,false,,,,,,,OFF,false,,,,,,,,,,true,WITH_WATCH,SAILOR,Bereit.,NORMAL,
14:09:27,1786795767737,46.8265071,10.520246,3.9151389830017087,65.47906494140625,true,3.104,,false,IDLE,,,43.0,0,149.0,false,false,musto-skiff-default,,70.65755346530375,false,,,,,,,OFF,false,,,,,,,,,,true,WITH_WATCH,SAILOR,Bereit.,NORMAL,
14:09:28,1786795768748,46.8265169,10.5202696,3.177915657869339,30.71535301208496,true,3.198,,false,IDLE,,,43.0,0,149.0,false,false,musto-skiff-default,,72.75786314201707,false,,,,,,,OFF,false,,,,,,,,,,true,WITH_WATCH,SAILOR,Bereit.,NORMAL,
14:09:29,1786795769756,46.8265307,10.5202751,2.7879376279792782,6.8044843673706055,true,3.399,,false,IDLE,,,43.0,0,149.0,false,false,musto-skiff-default,,74.34838333048789,false,,,,,,,OFF,false,,,,,,,,,,true,WITH_WATCH,SAILOR,Bereit.,NORMAL,
14:09:30,1786795770763,46.8265381,10.5202754,1.695633946849823,11.611092567443848,true,3.786,,false,IDLE,,,43.0,0,149.0,false,false,musto-skiff-default,,75.17154227807062,false,,,,,,,OFF,false,,,,,,,,,,true,WITH_WATCH,SAILOR,Bereit.,NORMAL,
14:09:31,1786795771771,46.82654,10.5202766,1.0244464750728606,4.465838432312012,true,4.183,,false,IDLE,,,43.0,0,149.0,false,false,musto-skiff-default,,75.17154227807062,false,,,,,,,OFF,false,,,,,,,,,,true,WITH_WATCH,SAILOR,Bereit.,NORMAL,
14:09:32,1786795772775,46.8265379,10.5202788,0.4407743923117518,4.3623270988464355,true,4.27,,false,IDLE,,,43.0,0,149.0,false,false,musto-skiff-default,,75.17154227807062,false,,,,,,,OFF,false,,,,,,,,,,true,WITH_WATCH,SAILOR,Bereit.,NORMAL,
14:09:33,1786795773782,46.8265334,10.5202806,0.1899102418757379,,true,4.566,,false,IDLE,,,43.0,0,149.0,false,false,musto-skiff-default,,75.17154227807062,false,,,,,,,OFF,false,,,,,,,,,,true,WITH_WATCH,SAILOR,Bereit.,NORMAL,
14:09:34,1786795774790,46.8265294,10.5202801,0.14142783448845148,,true,4.646,,false,IDLE,,,43.0,0,149.0,false,false,musto-skiff-default,,75.17154227807062,false,,,,,,,OFF,false,,,,,,,,,,true,WITH_WATCH,SAILOR,Bereit.,NORMAL,
